X,Y,ObjectID,ID,Case_Number,Address,Occurred_Date,Occurred_Month,Occurred_Year,Crime_Type,Multiple_Shooting,Gender,Race,Ethnicity,Victim_Age,Victim_Age_Band
-77.629138935999947,43.151773751000064,398,d6c34841d38ef304b941601ef0d197b3,15-002465,"615 W MAIN ST, ROCHESTER, NY, 14611",2015-01-10T01:00:00.000Z,1,2015,SHOOTING,NO,MALE,BLACK,NON HISPANIC,48,45-OLDER
-77.637490869999965,43.200301334000073,399,05be75775b1a8ed1abc5425da778ea08,15-000199,"402 W RIDGE RD, ROCHESTER, NY, 14615",2015-01-07T01:00:00.000Z,1,2015,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.577051722999954,43.18632008700007,400,bf66016b4e0802e554385bcfcba24b4f,14-338349,"198 HILLCREST ST, ROCHESTER, NY, 14609",2015-01-04T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,WHITE,NON HISPANIC,47,45-OLDER
-77.623548851999942,43.178287709000074,401,414565dd7255862bfcc5ec30e64138fb,14-337655,"105 AVENUE B, ROCHESTER, NY, 14621",2015-01-03T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,33,25-44
-77.644860025999947,43.16645230000006,402,ce176b6e278f3b591d8c328b223c2038,14-337923,"83 WARNER ST, ROCHESTER, NY, 14606",2015-01-03T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,31,25-44
-77.592722897999977,43.179436650000071,403,41e9e782a6481157269ad57e03b471da,14-337233,"241 HERALD ST, ROCHESTER, NY, 14621",2015-01-02T01:00:00.000Z,12,2014,HOMICIDE,NO,MALE,WHITE,NON HISPANIC,53,45-OLDER
-77.585634371999959,43.175430666000068,404,15776bb28d86ea9c9f6fda9f5a13b62d,14-336122,"1371 CLIFFORD AVE, ROCHESTER, NY, 14605",2015-01-01T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.641046435999954,43.180774937000081,405,c477f1629a3f9aa32af4eb1e617db5de,14-332694,"405 DRIVING PARK AVE, ROCHESTER, NY, 14613",2014-12-27T01:00:00.000Z,12,2014,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.616182980999952,43.184483841000031,406,85ede4596aaa912e988e9132c1eaf27f,14-331533,"300 HOLLENBECK ST, ROCHESTER, NY, 14621",2014-12-25T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.612710363999952,43.178705660000048,407,b26d3529094ba50cfc3268e537d8da02,14-329630,"26 KETCHUM ST, ROCHESTER, NY, 14621",2014-12-23T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.612317024999982,43.181979384000044,408,5fb86ba4651ad12a25465096e4f0ce4e,14-327561,"46 KOHLMAN ST, ROCHESTER, NY, 14621",2014-12-21T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,31,25-44
-77.58745076699995,43.161286272000041,409,e6ac61777b8ad3c9bb625c528c896c1a,14-326569,"915 E MAIN ST, ROCHESTER, NY, 14605",2014-12-20T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.599792215999969,43.185506145000033,410,5642c64f243e08828cd2d84e5d0b0e2d,14-321903,"8 PECKHAM ST, ROCHESTER, NY, 14621",2014-12-14T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.639492716999939,43.163364133000073,411,670a5940a6d3328e7a3dcd4297a041a1,14-315667,"17 TEXAS ST, ROCHESTER, NY, 14606",2014-12-07T01:00:00.000Z,12,2014,SHOOTING,NO,MALE,WHITE,HISPANIC,38,25-44
-77.627491178999946,43.169007829000066,412,7a73eca76f590535da2a9fe44c277fb6,14-314103,"5 LORIMER ST, ROCHESTER, NY, 14608",2014-12-05T01:00:00.000Z,11,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,36,25-44
-77.629335645999959,43.142370471000049,413,c8739d8a485c95277e6568fe7f5536ae,14-312886,"627 JEFFERSON AVE, ROCHESTER, NY, 14611",2014-12-03T01:00:00.000Z,11,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.605631026999959,43.181241655000065,414,fa4ff85c047bafcb86c4f920936cba81,14-310856,"26 LUDWIG PARK, ROCHESTER, NY, 14621",2014-11-30T01:00:00.000Z,11,2014,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,31,25-44
-77.63511731899996,43.175043834000064,415,e380b50f672a84d09b597334bc9f2e1d,14-303645,"219 RAVINE AVE, ROCHESTER, NY, 14613",2014-11-22T01:00:00.000Z,11,2014,SHOOTING,NO,MALE,WHITE,NON HISPANIC,41,25-44
-77.583767558999966,43.169199448000029,416,2c68e47eb3a9402c34f6f847f517a8e8,14-297132,"129 FIFTH ST, ROCHESTER, NY, 14605",2014-11-14T01:00:00.000Z,11,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,36,25-44
-77.635364939999988,43.142144683000026,417,76d0715d42c714c1ae67be595f8d0396,14-297737,"85 ARNETT BLVD, ROCHESTER, NY, 14611",2014-11-14T01:00:00.000Z,11,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.629285745999937,43.136426456000038,418,5a32017b8a1444cb2d05f99a72316cce,14-295467,"589 SEWARD ST, ROCHESTER, NY, 14611",2014-11-12T01:00:00.000Z,11,2014,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.605753205999974,43.180795242000045,419,554147815b8f24db0a3c2d54c0935eaf,14-293314,"656 AVENUE D, ROCHESTER, NY, 14621",2014-11-09T01:00:00.000Z,11,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.617739873999938,43.177257497000028,420,169699a2e74470c454a0088931eae283,14-290785,"62 TREYER ST, ROCHESTER, NY, 14621",2014-11-05T12:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,39,25-44
-77.617845301999978,43.180147099000067,421,8043df4b66770a634f07e072a5af91cc,14-290788,"239 AVENUE D, ROCHESTER, NY, 14621",2014-11-05T12:00:00.000Z,10,2014,SHOOTING,NO,MALE,WHITE,HISPANIC,22,15-24
-77.629257281999969,43.143654346000062,422,b5c593988e864c9285fbe3a221d69f68,14-289241,"381 FROST AVE, ROCHESTER, NY, 14611",2014-11-04T06:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,40,25-44
-77.573708028999988,43.166437221000081,423,005e305dfbf2162a9f5614ea51f92c01,14-285201,"137 MELVILLE ST, ROCHESTER, NY, 14609",2014-10-30T22:00:00.000Z,10,2014,SHOOTING,NO,FEMALE,WHITE,NON HISPANIC,19,15-24
-77.625967261999961,43.149709446000031,424,c97a6e68c13d4afe0fe28d98ef01cc66,14-285900,"209 ATKINSON ST, ROCHESTER, NY, 14608",2014-10-30T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,46,45-OLDER
-77.622906722999971,43.15160194300006,425,0efe117f822755849452785153ff8ea7,14-284152,"210 TROUP ST, ROCHESTER, NY, 14608",2014-10-28T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.583976217999975,43.18707398600003,426,314c2eba20ac27f7f5c87759ef65e27f,14-282265,"1166 PORTLAND AVE, ROCHESTER, NY, 14621",2014-10-26T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.603070806999938,43.184349667000049,427,724f4a66802da41c6a31b873905c9bf2,14-281989,"11 ST CASIMIR ST, ROCHESTER, NY, 14621",2014-10-26T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,20,15-24
-77.620063153999979,43.142190692000042,428,0c8418af2b6c4d4943163eca471c889b,14-278414,"699 S PLYMOUTH AVE, ROCHESTER, NY, 14608",2014-10-22T22:00:00.000Z,10,2014,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,33,25-44
-77.628759565999985,43.150701668000067,429,33c7b7fde5730d1a421fd487aec97cc4,14-278195,"329 TROUP ST, ROCHESTER, NY, 14608",2014-10-22T22:00:00.000Z,10,2014,SHOOTING,YES,MALE,BLACK,NON HISPANIC,35,25-44
-77.628759565999985,43.150701668000067,430,953ec37cbe8a5e46c6205f26fa65e2bd,14-278195,"329 TROUP ST, ROCHESTER, NY, 14608",2014-10-22T22:00:00.000Z,10,2014,SHOOTING,YES,MALE,BLACK,NON HISPANIC,26,25-44
-77.633428022999965,43.148950323000065,431,57e108949825167d517b9e984c8719a4,14-276883,"146 CLIFTON ST, ROCHESTER, NY, 14611",2014-10-20T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,44,25-44
-77.651698666999948,43.14490855300005,432,d757fd7d8cef3d36f615507e589f3cd8,14-274870,"569 CHILI AVE, ROCHESTER, NY, 14619",2014-10-18T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.622580170999981,43.145965062000073,433,e4b62a6a1b0b4100779df4a6ed3fd2ff,14-273263,"34 CADY ST, ROCHESTER, NY, 14608",2014-10-17T22:00:00.000Z,10,2014,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,26,25-44
-77.650730439999961,43.137808115000041,434,22f6172d8ebcbb708381a4690e249e8a,14-271726,"360 THURSTON RD, ROCHESTER, NY, 14619",2014-10-15T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.611639740999976,43.18396941900005,435,0e53e82379f7b1947391df121a0c95dc,14-271470,"21 BORCHARD ST, ROCHESTER, NY, 14621",2014-10-14T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.599041583999963,43.146377065000081,436,e564525693113835ce401b1b97135322,14-268684,"187 PEARL ST, ROCHESTER, NY, 14607",2014-10-11T22:00:00.000Z,10,2014,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.643228115999989,43.171005321000052,437,0972c663fd34d11da964a2ba215b803b,14-265434,"95 SANTEE ST, ROCHESTER, NY, 14606",2014-10-07T22:00:00.000Z,10,2014,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,50,45-OLDER
-77.638062948999959,43.169131898000046,438,daf0e607766723cb7c3473877254f01f,14-263301,"65 FELIX ST, ROCHESTER, NY, 14606",2014-10-05T22:00:00.000Z,10,2014,SHOOTING,NO,MALE,WHITE,HISPANIC,48,45-OLDER
-77.623732556999983,43.16561690900005,439,cc8ab3807bec1ed0f1bf37e10f9e5f06,14-259833,"48 LAKE AVE, ROCHESTER, NY, 14608",2014-10-02T22:00:00.000Z,9,2014,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.60005816599994,43.150064280000038,440,d667d4bd94c9c672a4a4792ba4222e37,14-258815,"219 MONROE AVE, ROCHESTER, NY, 14607",2014-10-01T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,WHITE,NON HISPANIC,22,15-24
-77.613487516999953,43.18309264100003,441,9def40393ca65d2d017f70c8748dc828,14-253966,"1288 N CLINTON AVE, ROCHESTER, NY, 14621",2014-09-26T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,18,15-24
-77.643608837999977,43.167829051000069,442,f8ccef7ea6dbd05bc3dc3b7b6881c708,14-253282,"51 AUSTIN ST, ROCHESTER, NY, 14606",2014-09-25T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,WHITE,NON HISPANIC,41,25-44
-77.605896255999937,43.178523947000031,443,676c2f2730650bfc8ebc239d0e3e7078,14-252070,"170 WILKINS ST, ROCHESTER, NY, 14621",2014-09-24T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.587711942999988,43.17122220300007,444,3b475557513c9e7de9012c77a313754c,14-251607,"236 FIRST ST, ROCHESTER, NY, 14605",2014-09-23T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,WHITE,HISPANIC,31,25-44
-77.585052719999965,43.178750211000079,445,c2b6ce8a0c78050b45658a9fd487c6bc,14-250600,"49 AURORA ST, ROCHESTER, NY, 14621",2014-09-22T22:00:00.000Z,9,2014,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,34,25-44
-77.580066445999989,43.171175493000078,446,2271a72cf0581f3a61c5849c700caed8,14-247638,"512 BAY ST, ROCHESTER, NY, 14609",2014-09-19T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.650608284999976,43.136139404000062,447,70326f46805c4d6d4c28ca8b632c3b31,14-247698,"184 FLANDERS ST, ROCHESTER, NY, 14619",2014-09-19T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,43,25-44
-77.621937590999948,43.185576178000076,448,b6af0c8f597e0ba256532803911617af,14-245407,"77 JEWEL ST, ROCHESTER, NY, 14621",2014-09-17T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.615338676999954,43.182749388000047,449,379a893a6887e6924c660a0272b23ccc,14-245127,"31 MAZDA TER, ROCHESTER, NY, 14621",2014-09-16T22:00:00.000Z,9,2014,SHOOTING,YES,FEMALE,BLACK,NON HISPANIC,13,5-14
-77.615338676999954,43.182749388000047,450,e02d1b61dc2b0c041dd76bb60af567d3,14-245127,"31 MAZDA TER, ROCHESTER, NY, 14621",2014-09-16T22:00:00.000Z,9,2014,SHOOTING,YES,FEMALE,BLACK,NON HISPANIC,15,15-24
-77.578114056999937,43.164757837000025,451,6a7f5e88cfa54b4f7891e30ea708d759,14-242600,"112 GRAND AVE, ROCHESTER, NY, 14609",2014-09-13T22:00:00.000Z,9,2014,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,22,15-24
-77.635376823999934,43.139774268000053,452,d1c47331c1f61920be8d72048791f8db,14-242628,"573 FLINT ST, ROCHESTER, NY, 14611",2014-09-13T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.599532804999967,43.182703093000043,453,692a1a22d856914e80328fa8cf786dc0,14-237161,"955 HUDSON AVE, ROCHESTER, NY, 14621",2014-09-07T22:00:00.000Z,9,2014,HOMICIDE,YES,MALE,BLACK,NON HISPANIC,32,25-44
-77.599532804999967,43.182703093000043,454,882faced8a82ccfb366e4e7d5c9d5cbb,14-237161,"955 HUDSON AVE, ROCHESTER, NY, 14621",2014-09-07T22:00:00.000Z,9,2014,SHOOTING,YES,MALE,BLACK,NON HISPANIC,22,15-24
-77.629257281999969,43.143654346000062,455,228c14d83eadeb4da0241035531c054a,14-235178,"381 FROST AVE, ROCHESTER, NY, 14611",2014-09-05T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,38,25-44
-77.614858868999988,43.173566144000063,456,83be2282c52e5c8353dab6eb5cea1c92,14-234636,"114 SCRANTOM ST, ROCHESTER, NY, 14605",2014-09-05T22:00:00.000Z,9,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,52,45-OLDER
-77.638539594999941,43.159557724000081,457,e983ebc094c86bdbbc470b91494d1e31,14-234089,"670 JAY ST, ROCHESTER, NY, 14606",2014-09-04T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,16,15-24
-77.589925856999969,43.160741900000062,458,edaa15ee8a47694bade79922d174a6cc,14-233435,"857 E MAIN ST, ROCHESTER, NY, 14605",2014-09-04T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.586991258999944,43.184404652000069,459,f0003ebb51753eb28971329c8097b95b,14-233955,"105 MOHAWK ST, ROCHESTER, NY, 14621",2014-09-04T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.622603436999952,43.187043304000042,460,aa964fccd70067916037414f3dc4dde4,14-232501,"16 SETH GREEN DR, ROCHESTER, NY, 14621",2014-09-03T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,WHITE,HISPANIC,60,45-OLDER
-77.598951556999964,43.180711812000027,461,b6ccd47c43f0227baec02366c140d8cc,14-229954,"862 HUDSON AVE, ROCHESTER, NY, 14621",2014-08-31T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,26,25-44
-77.579579429999967,43.16924356100003,462,30c1bc5578b4ad75e8af6016fae90e41,14-225996,"836 N GOODMAN ST, ROCHESTER, NY, 14609",2014-08-27T22:00:00.000Z,8,2014,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,17,15-24
-77.629076834999978,43.137792506000039,463,96fb1030658464ec6de0a61f65ddc028,14-224871,"849 JEFFERSON AVE, ROCHESTER, NY, 14611",2014-08-26T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.637444520999964,43.180251453000039,464,156261c52ed17c9735e0f1b5197279cb,14-223643,"14 STRAUB ST, ROCHESTER, NY, 14613",2014-08-25T22:00:00.000Z,8,2014,HOMICIDE,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.636428038999952,43.141966192000041,465,248bb30513469361e08e3ee2252a074e,14-219415,"411 GENESEE ST, ROCHESTER, NY, 14619",2014-08-21T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,61,45-OLDER
-77.635428146999971,43.138086713000064,466,2f304ce3f73f2f6ab0fa9d52f8aa266c,14-237481,"460 MAGNOLIA ST, ROCHESTER, NY, 14611",2014-08-21T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.604548561999934,43.178294537000056,467,195dfa84bb6b6924878c91e4f85eab8d,14-217754,"213 WILKINS ST, ROCHESTER, NY, 14621",2014-08-20T22:00:00.000Z,8,2014,SHOOTING,NO,FEMALE,BLACK,NON HISPANIC,36,25-44
-77.628433838999968,43.144590351000033,468,75b72716c32706014b3612483875f131,14-217093,"301 CHAMPLAIN ST, ROCHESTER, NY, 14608",2014-08-19T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,UNKNOWN,28,25-44
-77.638578681999945,43.191015718000074,469,6222dd13736c80387de01d5356872363,14-214368,"1340 DEWEY AVE, ROCHESTER, NY, 14613",2014-08-16T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.632823648999988,43.171449672000051,470,6e3d55b8d032136495ee7327c525c0fc,14-213529,"41 BACKUS ST, ROCHESTER, NY, 14613",2014-08-15T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,17,15-24
-77.667791595999972,43.155206985000063,471,5c38d68e074a283482406a88850f4512,14-210480,"297 MC KEE RD, ROCHESTER, NY, 14611",2014-08-12T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,27,25-44
-77.61253254199994,43.183380505000059,472,321e91530468f49c092c4c510c5526f6,14-205167,"12 OSCAR ST, ROCHESTER, NY, 14621",2014-08-07T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,32,25-44
-77.571948560999942,43.167024656000081,473,e4a4d39bba6298501e7ff8625eb60bc4,14-204653,"155 HAZELWOOD TER, ROCHESTER, NY, 14609",2014-08-07T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.630911454999989,43.179597553000065,474,ef4208695425bb555d2c684d047ca68c,14-204282,"788 LAKE AVE, ROCHESTER, NY, 14613",2014-08-07T22:00:00.000Z,8,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.596747032999986,43.175862535000078,475,1121ce5364e40dbc32f7022ecbde88d0,14-197710,"ORPHEUM ST, ROCHESTER, NY, 14621",2014-08-01T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,28,25-44
-77.61277642899995,43.174606144000052,476,6d3e48d591da3a75009d849dec9c712e,14-195736,"886 N CLINTON AVE, ROCHESTER, NY, 14605",2014-07-30T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,WHITE,HISPANIC,22,15-24
-77.614196093999965,43.178114138000069,477,cd6da0c38d54a8a08033414fe17510ae,14-194547,"372 AVENUE A, ROCHESTER, NY, 14621",2014-07-28T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,29,25-44
-77.626539784999977,43.150206579000042,478,225db97cd82486687c35ba502fdfa681,14-192360,"29 CLIFTON ST, ROCHESTER, NY, 14608",2014-07-26T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,37,25-44
-77.603495582999983,43.146013738000079,479,c5827df1cb2b403a51fb6dead569d424,14-188215,"88 ALEXANDER ST, ROCHESTER, NY, 14620",2014-07-23T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,WHITE,NON HISPANIC,49,45-OLDER
-77.628527797999936,43.168082776000062,480,fc60cf4689cc49d9fe8949a4f3c72390,14-186066,"872 N PLYMOUTH AVE, ROCHESTER, NY, 14608",2014-07-21T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,34,25-44
-77.639312372999939,43.179870149000067,481,0560d2903256a624d2f727e40ff7c2f4,14-183975,"796 DEWEY AVE, ROCHESTER, NY, 14613",2014-07-19T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.651450004999958,43.136164901000029,482,1e651a94f51b28b615a06999eea2b3d8,14-184854,"447 THURSTON RD, ROCHESTER, NY, 14619",2014-07-19T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,57,45-OLDER
-77.638436332999959,43.175906557000076,483,37326703360391474852992190f61763,14-182919,"31 MARYLAND ST, ROCHESTER, NY, 14613",2014-07-18T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,22,15-24
-77.635739669999964,43.139756371000033,484,759f9d8e650cdf5304f58aeeb27a0085,14-183709,"528 GENESEE ST, ROCHESTER, NY, 14611",2014-07-18T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,23,15-24
-77.63874401299995,43.174526336000042,485,4bf52bfd4b4edd3c4f4496a42d6608d2,14-182240,"100 LOCUST ST, ROCHESTER, NY, 14613",2014-07-17T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,21,15-24
-77.621943980999959,43.179954505000069,486,90307f998ac2dda94d07f36b86dbf0f3,14-173098,"111 HARRIS ST, ROCHESTER, NY, 14621",2014-07-09T22:00:00.000Z,7,2014,SHOOTING,YES,FEMALE,BLACK,NON HISPANIC,24,15-24
-77.621943980999959,43.179954505000069,487,c724ebf2cf44c1c58a2f2b7f2d07b4ea,14-173198,"111 HARRIS ST, ROCHESTER, NY, 14621",2014-07-09T22:00:00.000Z,7,2014,SHOOTING,YES,MALE,BLACK,NON HISPANIC,26,25-44
-77.621943980999959,43.179954505000069,488,da75832d1f652fa6b90be624bf886e14,14-173098,"111 HARRIS ST, ROCHESTER, NY, 14621",2014-07-09T22:00:00.000Z,7,2014,SHOOTING,YES,FEMALE,BLACK,NON HISPANIC,25,25-44
-77.637185535999947,43.148433496000052,489,056c73f287d85399d70ca1b6313be843,14-171210,"89 GENESEE ST, ROCHESTER, NY, 14611",2014-07-07T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,19,15-24
-77.587152622999952,43.170699326000033,490,715a44b18586b8f4699c73f7e700ab19,14-169290,"257 BAY ST, ROCHESTER, NY, 14605",2014-07-05T22:00:00.000Z,7,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,37,25-44
-77.625770778999936,43.14998133000006,491,000eac2adbef68222815faf78bec70f2,14-167336,"208 ATKINSON ST, ROCHESTER, NY, 14608",2014-07-04T22:00:00.000Z,6,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,38,25-44
-77.63910937899999,43.179617419000067,492,ff6f1c8d39d1cd17e43683db2ea23917,14-166356,"780 DEWEY AVE, ROCHESTER, NY, 14613",2014-07-03T22:00:00.000Z,6,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,40,25-44
-77.570268460999955,43.171169238000061,493,032126162c0fbf77af8ed18e0def5f85,14-165387,"859 BAY ST, ROCHESTER, NY, 14609",2014-07-02T22:00:00.000Z,6,2014,SHOOTING,NO,FEMALE,WHITE,HISPANIC,33,25-44
-77.608636012999966,43.176892558000077,494,0301e12873cb7948f256d0089004c608,14-163457,"24 BOSTON ST, ROCHESTER, NY, 14621",2014-06-30T22:00:00.000Z,6,2014,SHOOTING,YES,MALE,BLACK,NON HISPANIC,25,25-44
-77.612348830999963,43.182728516000054,495,b40d2ec0e59933e5ee3e3b1e8f1a2586,14-163856,"14 BURBANK ST, ROCHESTER, NY, 14621",2014-06-30T22:00:00.000Z,6,2014,SHOOTING,NO,FEMALE,WHITE,HISPANIC,14,5-14
-77.608636012999966,43.176892558000077,496,b8e20df4d68b7ea7817a1caa4a8e8bac,14-163457,"24 BOSTON ST, ROCHESTER, NY, 14621",2014-06-30T22:00:00.000Z,6,2014,HOMICIDE,YES,MALE,BLACK,NON HISPANIC,18,15-24
-77.636527255999965,43.181188147000057,497,18def88b6de6cd2cdc2a32e3fba9a1b4,14-161763,"246 DRIVING PARK AVE, ROCHESTER, NY, 14613",2014-06-28T22:00:00.000Z,6,2014,SHOOTING,NO,MALE,WHITE,NON HISPANIC,38,25-44
-77.580627896999943,43.167215705000046,498,1d091ffb5428b0e2349921208114850b,14-160596,"720 N GOODMAN ST, ROCHESTER, NY, 14609",2014-06-27T22:00:00.000Z,6,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,25,25-44
-77.659771056999944,43.176674320000075,499,19b43cdf8c7319f1c8382157e448ebed,14-156621,"1275 MOUNT READ BLVD, ROCHESTER, NY, 14606",2014-06-24T22:00:00.000Z,6,2014,SHOOTING,YES,MALE,WHITE,NON HISPANIC,70,45-OLDER
-77.659771056999944,43.176674320000075,500,5d7796f8806612d2aea1ea89d7ea9959,14-156621,"1275 MOUNT READ BLVD, ROCHESTER, NY, 14606",2014-06-24T22:00:00.000Z,6,2014,SHOOTING,YES,MALE,WHITE,NON HISPANIC,65,45-OLDER
-77.622754679999957,43.239891443000033,501,45101cd917864db2fe28549dffa8a11b,14-150140,"24 LAKE VISTA CT, ROCHESTER, NY, 14612",2014-06-17T22:00:00.000Z,6,2014,SHOOTING,NO,FEMALE,WHITE,NON HISPANIC,25,25-44
-77.58510094899998,43.18322214300008,502,925d85fdaba3ebaed752d490b523ba72,14-149901,"964 PORTLAND AVE, ROCHESTER, NY, 14621",2014-06-17T22:00:00.000Z,6,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,32,25-44
-77.582871649999959,43.162864254000056,503,f341ee08079302eddc453916d4e98819,14-150006,"315 HAYWARD AVE, ROCHESTER, NY, 14609",2014-06-17T22:00:00.000Z,6,2014,SHOOTING,NO,MALE,BLACK,NON HISPANIC,24,15-24
-77.620624631999988,43.186566483000036,504,2e25342b20934bc6e7a4822dfac740ad,14-147770,"124 NORTON ST, ROCHESTER, NY, 14621",2014-06-15T22:00:00.000Z,6,2014,SHOOTING,YES,MALE,BLACK,NON HISPANIC,18,15-24
